Transaction_ID,Date,Region,Category,Campaign_Name,Local_Currency,Local_Amount,Exchange_Rate,Spend_USD
TXN-455970,24-02-25,Africa,Bounties,Global Hackathon,NGN,1151.85,1142.5831,1.01
TXN-513665,24-02-25,Africa,Marketing,Spring Builder Cohort,NGN,768.61,1151.7986,0.67
TXN-435834,24-02-25,Americas,Developer Grants,Organic/None,USD,9850.52,0.9755,10098.18
TXN-414942,24-02-25,Asia,Event Logistics,Global Hackathon,SGD,4257.14,1.3576,3135.86
TXN-437044,24-02-25,Europe,Platform Subs,Organic/None,EUR,1308.74,0.9032,1449.08
TXN-729866,24-02-25,Asia,Developer Grants,Regional Meetups,SGD,9852.11,1.3829,7124.13
TXN-485537,24-02-25,Asia,Bounties,Organic/None,SGD,1640.73,1.3351,1228.96
TXN-171918,25-02-25,Americas,Bounties,Spring Builder Cohort,USD,562.37,0.979,574.46
TXN-985162,25-02-25,Africa,Marketing,Core Contributor Fund,NGN,4602.59,1151.3577,4
TXN-362225,25-02-25,Africa,Bounties,Organic/None,NGN,2084.15,1160.3864,1.8
TXN-454449,25-02-25,Asia,Marketing,Spring Builder Cohort,SGD,953.65,1.346,708.52
TXN-266449,25-02-25,Americas,Platform Subs,Organic/None,USD,479.12,1.022,468.82
TXN-159026,25-02-25,Africa,Bounties,Global Hackathon,NGN,908.68,1168.2594,0.78
TXN-420681,25-02-25,Asia,Event Logistics,Global Hackathon,SGD,12018.85,1.4023,8570.75
TXN-639353,25-02-25,Asia,Marketing,Core Contributor Fund,SGD,3771.12,1.3428,2808.31
TXN-458315,25-02-25,Africa,Developer Grants,Global Hackathon,NGN,5925,1168.9032,5.07
TXN-144760,25-02-25,Americas,Event Logistics,Spring Builder Cohort,USD,12333.92,1.043,11825.23
TXN-175909,25-02-25,Africa,Developer Grants,Spring Builder Cohort,NGN,5257.96,1134.3973,4.64
TXN-197275,26-02-25,Asia,Marketing,Organic/None,SGD,2411.83,1.3422,1796.9
TXN-528718,26-02-25,Americas,Marketing,Regional Meetups,USD,981.2,1.023,959.19
TXN-854880,26-02-25,Americas,Bounties,Spring Builder Cohort,USD,972.12,1.0155,957.28
TXN-818166,26-02-25,Africa,Bounties,Core Contributor Fund,NGN,368.17,1097.0388,0.34
TXN-849088,26-02-25,Africa,Bounties,Spring Builder Cohort,NGN,402.54,1167.6893,0.34
TXN-304950,26-02-25,Asia,Platform Subs,Organic/None,SGD,2159.2,1.3825,1561.76
TXN-402043,26-02-25,Africa,Developer Grants,Organic/None,NGN,18589.91,1093.1478,17.01
TXN-866412,26-02-25,Europe,Platform Subs,Organic/None,EUR,4582.2,0.9068,5053.18
TXN-273963,26-02-25,Asia,Developer Grants,Core Contributor Fund,SGD,1418.55,1.3356,1062.12
TXN-159750,26-02-25,Africa,Developer Grants,Core Contributor Fund,NGN,5324.86,1135.3549,4.69
TXN-256164,26-02-25,Asia,Developer Grants,Organic/None,SGD,121627.94,1.2828,94815.87
TXN-430606,26-02-25,Asia,Platform Subs,Organic/None,SGD,1519.07,1.3688,1109.79
TXN-665057,26-02-25,Europe,Developer Grants,Organic/None,EUR,4911.41,0.9109,5392.01
TXN-843708,26-02-25,Europe,Bounties,Organic/None,EUR,539.99,0.9242,584.27
TXN-209084,26-02-25,Americas,Developer Grants,Regional Meetups,USD,17249.29,1.0004,17242.59
TXN-817218,26-02-25,Africa,Developer Grants,Spring Builder Cohort,NGN,4118.64,1128.0195,3.65
TXN-889012,26-02-25,Europe,Developer Grants,Organic/None,EUR,559499.14,0.8974,623479.66
TXN-408840,26-02-25,Europe,Developer Grants,Regional Meetups,EUR,14216.9,0.9626,14769.7
TXN-996473,26-02-25,Africa,Developer Grants,Spring Builder Cohort,NGN,7761.91,1177.3568,6.59
TXN-709778,27-02-25,Africa,Bounties,Global Hackathon,NGN,1392.5,1193.767,1.17
TXN-414958,27-02-25,Asia,Bounties,Organic/None,SGD,729.09,1.3757,529.96
TXN-931801,27-02-25,Europe,Event Logistics,Global Hackathon,EUR,6961.13,0.9587,7260.73
TXN-928786,27-02-25,Africa,Platform Subs,Organic/None,NGN,217.88,1097.594,0.2
TXN-946572,27-02-25,Africa,Developer Grants,Regional Meetups,NGN,289.23,1098.6122,0.26
TXN-473242,27-02-25,Africa,Event Logistics,Regional Meetups,NGN,15914.29,1103.5688,14.42
TXN-398059,27-02-25,Americas,Developer Grants,Core Contributor Fund,USD,23471.33,1.0192,23028.2
TXN-831899,27-02-25,Africa,Marketing,Organic/None,NGN,1135.9,1198.834,0.95
TXN-318102,27-02-25,Africa,Bounties,Core Contributor Fund,NGN,2260.9,1185.0213,1.91
TXN-318247,27-02-25,Americas,Event Logistics,Regional Meetups,USD,2994.19,1.0447,2866.06
TXN-167345,27-02-25,Americas,Bounties,Organic/None,USD,12718.64,0.9956,12775.23
TXN-428184,27-02-25,Asia,Bounties,Global Hackathon,SGD,3438.38,1.3146,2615.61
TXN-911464,27-02-25,Asia,Event Logistics,Core Contributor Fund,SGD,7123.67,1.3429,5304.64
TXN-709122,27-02-25,Asia,Event Logistics,Spring Builder Cohort,SGD,7231.18,1.3381,5404.04
TXN-181494,27-02-25,Africa,Developer Grants,Organic/None,NGN,28213.51,1163.771,24.24
TXN-546438,27-02-25,Americas,Developer Grants,Global Hackathon,USD,1654.51,1.0455,1582.52
TXN-683900,28-02-25,Asia,Developer Grants,Spring Builder Cohort,SGD,36777.53,1.3414,27416.39
TXN-492670,28-02-25,Asia,Developer Grants,Core Contributor Fund,SGD,3903.03,1.3801,2828.14
TXN-866702,28-02-25,Africa,Developer Grants,Spring Builder Cohort,NGN,23723.62,1112.645,21.32
TXN-673205,28-02-25,Africa,Event Logistics,Global Hackathon,NGN,4877.3,1171.1396,4.16
TXN-316204,28-02-25,Africa,Developer Grants,Regional Meetups,NGN,20773.14,1179.5907,17.61
TXN-678957,28-02-25,Americas,Developer Grants,Spring Builder Cohort,USD,54.12,0.9663,56
TXN-345365,28-02-25,Asia,Platform Subs,Organic/None,SGD,3974.03,1.2837,3095.73
TXN-615463,28-02-25,Europe,Developer Grants,Spring Builder Cohort,EUR,6133.07,0.8938,6861.6
TXN-726020,28-02-25,Asia,Event Logistics,Core Contributor Fund,SGD,41947.59,1.3641,30750.03
TXN-388771,28-02-25,Europe,Bounties,Regional Meetups,EUR,346.42,0.9487,365.17
TXN-520698,28-02-25,Africa,Developer Grants,Regional Meetups,NGN,5183.37,1196.6749,4.33
TXN-724639,28-02-25,Europe,Developer Grants,Core Contributor Fund,EUR,44057,0.9357,47082.95
TXN-140849,01-03-25,Asia,Bounties,Global Hackathon,SGD,848.75,1.3739,617.79
TXN-538755,01-03-25,Africa,Bounties,Core Contributor Fund,NGN,7187.07,1112.4816,6.46
TXN-534694,01-03-25,Africa,Event Logistics,Global Hackathon,NGN,17732.13,1151.6384,15.4
TXN-956466,01-03-25,Asia,Developer Grants,Organic/None,SGD,153173.33,1.372,111642.01
TXN-109304,01-03-25,Africa,Developer Grants,Regional Meetups,NGN,53553.51,1184.4727,45.21
TXN-120563,01-03-25,Europe,Developer Grants,Regional Meetups,EUR,7567.85,0.9111,8305.92
TXN-559348,01-03-25,Africa,Platform Subs,Organic/None,NGN,286.73,1150.4688,0.25
TXN-528435,01-03-25,Africa,Event Logistics,Organic/None,NGN,6719.58,1102.7926,6.09
TXN-852425,01-03-25,Africa,Event Logistics,Core Contributor Fund,NGN,8732.27,1167.3709,7.48
TXN-431885,01-03-25,Africa,Developer Grants,Core Contributor Fund,NGN,39674.67,1149.1223,34.53
TXN-928800,01-03-25,Africa,Bounties,Organic/None,NGN,1696.32,1163.1599,1.46
TXN-355927,01-03-25,Europe,Bounties,Organic/None,EUR,1357.86,0.8747,1552.3
TXN-964120,01-03-25,Africa,Developer Grants,Core Contributor Fund,NGN,3397.05,1106.7834,3.07
TXN-520114,01-03-25,Europe,Platform Subs,Organic/None,EUR,919.95,0.9512,967.19
TXN-248055,01-03-25,Europe,Developer Grants,Organic/None,EUR,10284.04,0.955,10768.78
TXN-639812,01-03-25,Americas,Event Logistics,Global Hackathon,USD,34435.94,1.0325,33351.57
TXN-233727,02-03-25,Asia,Developer Grants,Organic/None,SGD,7406.35,1.4012,5285.69
TXN-235393,02-03-25,Africa,Developer Grants,Spring Builder Cohort,NGN,22560.31,1109.5783,20.33
TXN-761757,02-03-25,Americas,Event Logistics,Regional Meetups,USD,599.77,0.9524,629.73
TXN-919798,02-03-25,Americas,Developer Grants,Organic/None,USD,44104.38,1.044,42246.15
TXN-379103,02-03-25,Africa,Marketing,Core Contributor Fund,NGN,428.25,1156.792,0.37
TXN-267022,02-03-25,Africa,Developer Grants,Global Hackathon,NGN,1193.64,1198.5557,1
TXN-336177,02-03-25,Europe,Marketing,Core Contributor Fund,EUR,944.52,0.9445,1000.01
TXN-524701,02-03-25,Asia,Marketing,Organic/None,SGD,2188.25,1.3255,1650.92
TXN-990726,02-03-25,Asia,Developer Grants,Organic/None,SGD,835.83,1.2966,644.64
TXN-898609,02-03-25,Europe,Developer Grants,Regional Meetups,EUR,23751.02,0.9017,26339.29
TXN-288603,02-03-25,Asia,Bounties,Organic/None,SGD,611.89,1.3833,442.33
TXN-523556,02-03-25,Europe,Platform Subs,Organic/None,EUR,2494.5,0.9611,2595.46
TXN-775489,02-03-25,Africa,Developer Grants,Global Hackathon,NGN,3095.9,1152.1973,2.69
TXN-134497,02-03-25,Africa,Developer Grants,Organic/None,NGN,95245.95,1119.9521,85.04
TXN-145232,02-03-25,Americas,Bounties,Global Hackathon,USD,4680.79,1.0292,4548.12
TXN-808854,02-03-25,Americas,Developer Grants,Regional Meetups,USD,107795.14,1.0031,107459.13
TXN-489665,02-03-25,Americas,Developer Grants,Regional Meetups,USD,40645.96,1.0099,40248.56
TXN-480572,02-03-25,Africa,Marketing,Regional Meetups,NGN,2536.23,1169.4713,2.17
TXN-732529,02-03-25,Europe,Event Logistics,Organic/None,EUR,7800.37,0.9594,8130.27
TXN-357034,02-03-25,Europe,Event Logistics,Core Contributor Fund,EUR,6819.31,0.9647,7068.57
TXN-142073,02-03-25,Europe,Event Logistics,Core Contributor Fund,EUR,10728.11,0.876,12246.72
TXN-713642,02-03-25,Americas,Event Logistics,Spring Builder Cohort,USD,91418.18,1.036,88242.55
TXN-288955,02-03-25,Africa,Developer Grants,Organic/None,NGN,14056.06,1190.1538,11.81
TXN-717997,03-03-25,Africa,Bounties,Core Contributor Fund,NGN,1112.58,1202.3363,0.93
TXN-483395,03-03-25,Europe,Developer Grants,Global Hackathon,EUR,8515.99,0.9524,8941.9
TXN-408623,03-03-25,Asia,Event Logistics,Core Contributor Fund,SGD,109328.28,1.4122,77419.24
TXN-114787,03-03-25,Africa,Developer Grants,Global Hackathon,NGN,29847.26,1191.3503,25.05
TXN-523030,03-03-25,Europe,Developer Grants,Regional Meetups,EUR,30925.12,0.9551,32379.08
TXN-875775,03-03-25,Asia,Developer Grants,Core Contributor Fund,SGD,20428.31,1.3244,15424.53
TXN-984011,03-03-25,Americas,Developer Grants,Spring Builder Cohort,USD,34052.95,0.978,34819.04
TXN-681489,03-03-25,Africa,Developer Grants,Core Contributor Fund,NGN,76193.06,1203.0744,63.33
TXN-284492,03-03-25,Americas,Bounties,Global Hackathon,USD,650.17,0.9764,665.87
TXN-581633,03-03-25,Africa,Developer Grants,Spring Builder Cohort,NGN,6689.99,1199.622,5.58
TXN-435314,03-03-25,Europe,Marketing,Spring Builder Cohort,EUR,988.74,0.9504,1040.4
TXN-881105,03-03-25,Africa,Bounties,Global Hackathon,NGN,419.84,1094.6422,0.38
TXN-207560,04-03-25,Africa,Developer Grants,Global Hackathon,NGN,1983.64,1119.4268,1.77
TXN-436064,04-03-25,Europe,Event Logistics,Organic/None,EUR,8622.54,0.9508,9068.41
TXN-620775,04-03-25,Europe,Bounties,Regional Meetups,EUR,2193.23,0.9308,2356.31
TXN-844012,04-03-25,Europe,Platform Subs,Organic/None,EUR,676.6,0.887,762.8
TXN-236917,04-03-25,Americas,Developer Grants,Organic/None,USD,41389.13,1.0429,39685.6
TXN-797940,04-03-25,Africa,Developer Grants,Spring Builder Cohort,NGN,25267.31,1141.4018,22.14
TXN-922924,04-03-25,Europe,Developer Grants,Global Hackathon,EUR,394.67,0.8815,447.74
TXN-771999,04-03-25,Asia,Event Logistics,Spring Builder Cohort,SGD,14869.53,1.3204,11261.02
TXN-346584,04-03-25,Africa,Bounties,Spring Builder Cohort,NGN,1566.98,1097.8987,1.43
TXN-622828,04-03-25,Americas,Developer Grants,Organic/None,USD,45151.59,1.0282,43911.59
TXN-526616,04-03-25,Americas,Developer Grants,Core Contributor Fund,USD,1520009.09,1.0159,1496147.02
TXN-121497,04-03-25,Africa,Marketing,Regional Meetups,NGN,2916.62,1194.1048,2.44
TXN-370855,04-03-25,Africa,Event Logistics,Core Contributor Fund,NGN,2725.91,1102.6207,2.47
TXN-696910,04-03-25,Americas,Bounties,Regional Meetups,USD,1047.3,1.0452,1002.05
TXN-242482,04-03-25,Africa,Developer Grants,Regional Meetups,NGN,1800.01,1162.8183,1.55
TXN-103247,04-03-25,Africa,Platform Subs,Organic/None,NGN,690.55,1206.6907,0.57
TXN-639618,04-03-25,Africa,Platform Subs,Organic/None,NGN,222.13,1141.8569,0.19
TXN-216810,05-03-25,Asia,Developer Grants,Core Contributor Fund,SGD,304.91,1.2928,235.85
TXN-622187,05-03-25,Europe,Developer Grants,Global Hackathon,EUR,4389.18,0.9199,4771.21
TXN-689551,05-03-25,Americas,Developer Grants,Global Hackathon,USD,599.69,1.0016,598.74
TXN-601328,05-03-25,Africa,Developer Grants,Core Contributor Fund,NGN,4044.19,1207.3009,3.35
TXN-350763,05-03-25,Africa,Platform Subs,Organic/None,NGN,974.23,1180.954,0.82
TXN-850636,05-03-25,Europe,Event Logistics,Organic/None,EUR,20881.31,0.8985,23239.33
TXN-993093,05-03-25,Europe,Event Logistics,Spring Builder Cohort,EUR,2689.34,0.9637,2790.72
TXN-521788,05-03-25,Americas,Platform Subs,Organic/None,USD,6722.21,0.9611,6994.33
TXN-628628,05-03-25,Asia,Event Logistics,Organic/None,SGD,6035.46,1.3393,4506.53
TXN-362141,05-03-25,Americas,Marketing,Spring Builder Cohort,USD,1379.92,0.9716,1420.23
TXN-160664,05-03-25,Europe,Developer Grants,Organic/None,EUR,55317.34,0.952,58107.89
TXN-739327,06-03-25,Africa,Event Logistics,Spring Builder Cohort,NGN,11020.35,1142.1714,9.65
TXN-184381,06-03-25,Africa,Developer Grants,Organic/None,NGN,7944.38,1160.0724,6.85
TXN-467327,06-03-25,Americas,Event Logistics,Spring Builder Cohort,USD,9483.57,1.0297,9210.05
TXN-214785,06-03-25,Asia,Developer Grants,Spring Builder Cohort,SGD,729.89,1.3572,537.8
TXN-105397,06-03-25,Africa,Developer Grants,Spring Builder Cohort,NGN,1080,1167.0629,0.93
TXN-907678,06-03-25,Africa,Event Logistics,Regional Meetups,NGN,379.83,1153.7157,0.33
TXN-707563,06-03-25,Africa,Bounties,Organic/None,NGN,2112.31,1194.9036,1.77
TXN-386268,06-03-25,Europe,Developer Grants,Spring Builder Cohort,EUR,5153.29,0.9097,5664.82
TXN-937620,06-03-25,Asia,Developer Grants,Global Hackathon,SGD,11996.49,1.3121,9142.82
TXN-549024,06-03-25,Africa,Developer Grants,Spring Builder Cohort,NGN,8765.82,1133.5241,7.73
TXN-919837,07-03-25,Africa,Event Logistics,Core Contributor Fund,NGN,57405.92,1127.4494,50.92
TXN-757950,07-03-25,Americas,Platform Subs,Organic/None,USD,244.65,0.9757,250.75
TXN-125939,07-03-25,Asia,Platform Subs,Organic/None,SGD,1335.86,1.312,1018.19
TXN-344361,07-03-25,Africa,Event Logistics,Spring Builder Cohort,NGN,6254.15,1122.2848,5.57
TXN-523756,07-03-25,Americas,Bounties,Core Contributor Fund,USD,790.32,0.955,827.56
TXN-101620,07-03-25,Asia,Developer Grants,Organic/None,SGD,54944.82,1.2878,42666.77
TXN-675474,07-03-25,Asia,Bounties,Global Hackathon,SGD,551.94,1.3933,396.14
TXN-898713,07-03-25,Europe,Marketing,Global Hackathon,EUR,1211.57,0.8864,1366.77
TXN-820614,08-03-25,Africa,Developer Grants,Organic/None,NGN,3102.38,1121.2959,2.77
TXN-962447,08-03-25,Asia,Bounties,Spring Builder Cohort,SGD,5126.94,1.2953,3957.99
TXN-406937,08-03-25,Europe,Marketing,Regional Meetups,EUR,2913.15,0.8801,3310.14
TXN-674342,08-03-25,Americas,Event Logistics,Spring Builder Cohort,USD,48234.01,0.9517,50682.68
TXN-296461,08-03-25,Africa,Event Logistics,Regional Meetups,NGN,10461.18,1147.0696,9.12
TXN-370241,08-03-25,Asia,Developer Grants,Core Contributor Fund,SGD,16483.43,1.3584,12134.27
TXN-906584,08-03-25,Americas,Bounties,Organic/None,USD,6163.92,0.9998,6164.91
TXN-355369,08-03-25,Europe,Bounties,Core Contributor Fund,EUR,425.81,0.8741,487.15
TXN-790778,08-03-25,Americas,Platform Subs,Organic/None,USD,1138.2,1.0149,1121.51
TXN-308294,08-03-25,Europe,Developer Grants,Spring Builder Cohort,EUR,687454.53,0.8893,773019.55
TXN-204726,09-03-25,Europe,Developer Grants,Core Contributor Fund,EUR,13632.89,0.9373,14544.67
TXN-105589,09-03-25,Americas,Developer Grants,Core Contributor Fund,USD,4729.13,0.9762,4844.53
TXN-548247,09-03-25,Africa,Developer Grants,Global Hackathon,NGN,40998.57,1150.8782,35.62
TXN-404568,09-03-25,Asia,Bounties,Spring Builder Cohort,SGD,1566.55,1.3882,1128.48
TXN-337131,09-03-25,Europe,Developer Grants,Spring Builder Cohort,EUR,3205.02,0.9033,3548.17
TXN-239295,09-03-25,Africa,Event Logistics,Core Contributor Fund,NGN,6990.08,1202.0215,5.82
TXN-221686,09-03-25,Africa,Platform Subs,Organic/None,NGN,468.16,1117.5321,0.42
TXN-652689,09-03-25,Europe,Marketing,Spring Builder Cohort,EUR,4256.83,0.9579,4443.71
TXN-576663,09-03-25,Africa,Developer Grants,Organic/None,NGN,33039.11,1135.0158,29.11
TXN-746888,09-03-25,Europe,Developer Grants,Spring Builder Cohort,EUR,9819.32,0.9005,10904.84
TXN-142568,09-03-25,Asia,Developer Grants,Spring Builder Cohort,SGD,9498.08,1.3394,7091.47
TXN-117660,09-03-25,Asia,Bounties,Core Contributor Fund,SGD,246.03,1.383,177.9
TXN-421130,09-03-25,Europe,Developer Grants,Spring Builder Cohort,EUR,3897.51,0.8864,4396.87
TXN-105623,09-03-25,Africa,Bounties,Global Hackathon,NGN,3975.1,1164.3569,3.41
TXN-351249,09-03-25,Africa,Bounties,Global Hackathon,NGN,8664.13,1095.2729,7.91
TXN-401364,10-03-25,Americas,Bounties,Organic/None,USD,3295.9,1.0361,3181.03
TXN-221789,10-03-25,Europe,Platform Subs,Organic/None,EUR,432.95,0.9514,455.06
TXN-265783,10-03-25,Americas,Developer Grants,Global Hackathon,USD,4156.56,0.9725,4273.93
TXN-289702,10-03-25,Africa,Bounties,Regional Meetups,NGN,1585.42,1187.8393,1.33
TXN-777432,10-03-25,Europe,Platform Subs,Organic/None,EUR,17876.81,0.9078,19693.32
TXN-796403,10-03-25,Europe,Bounties,Spring Builder Cohort,EUR,677.4,0.8767,772.71
TXN-538345,10-03-25,Africa,Bounties,Global Hackathon,NGN,1591.48,1197.4441,1.33
TXN-703317,10-03-25,Americas,Platform Subs,Organic/None,USD,744.44,0.9836,756.85
TXN-815681,10-03-25,Africa,Event Logistics,Organic/None,NGN,1535.58,1110.4116,1.38
TXN-338478,10-03-25,Africa,Event Logistics,Organic/None,NGN,2184.57,1190.6137,1.83
TXN-442925,10-03-25,Africa,Developer Grants,Core Contributor Fund,NGN,164426.53,1139.0867,144.35
TXN-846178,10-03-25,Americas,Marketing,Global Hackathon,USD,4025.74,1.0007,4022.77
TXN-374115,10-03-25,Europe,Platform Subs,Organic/None,EUR,2104.12,0.9401,2238.14
TXN-310883,10-03-25,Americas,Developer Grants,Organic/None,USD,3912.84,0.9901,3951.93
TXN-538589,10-03-25,Africa,Developer Grants,Global Hackathon,NGN,16968.26,1203.2402,14.1
TXN-573937,10-03-25,Africa,Bounties,Spring Builder Cohort,NGN,593.08,1104.3276,0.54
TXN-443264,10-03-25,Americas,Event Logistics,Core Contributor Fund,USD,279160.63,1.0183,274145.37
TXN-524986,10-03-25,Americas,Bounties,Core Contributor Fund,USD,1131.36,0.9995,1131.92
TXN-822633,11-03-25,Africa,Event Logistics,Organic/None,NGN,75784.83,1177.7678,64.35
TXN-461153,11-03-25,Asia,Developer Grants,Spring Builder Cohort,SGD,330.94,1.3771,240.32
TXN-837992,11-03-25,Asia,Marketing,Regional Meetups,SGD,8629.9,1.2879,6700.8
TXN-943224,11-03-25,Europe,Bounties,Organic/None,EUR,2470.74,0.9182,2690.95
TXN-812852,11-03-25,Asia,Developer Grants,Organic/None,SGD,113050.79,1.3781,82035.23
TXN-197164,11-03-25,Americas,Platform Subs,Organic/None,USD,4924.01,1.0369,4748.94
TXN-820156,11-03-25,Americas,Event Logistics,Global Hackathon,USD,16547.07,0.9941,16644.94
TXN-697768,11-03-25,Africa,Developer Grants,Global Hackathon,NGN,2330.38,1203.8614,1.94
TXN-192268,11-03-25,Africa,Marketing,Regional Meetups,NGN,2026.95,1169.6714,1.73
TXN-568731,11-03-25,Africa,Bounties,Core Contributor Fund,NGN,1258.71,1105.6061,1.14
TXN-144619,11-03-25,Africa,Developer Grants,Regional Meetups,NGN,3313.8,1191.1179,2.78
TXN-297386,11-03-25,Africa,Event Logistics,Regional Meetups,NGN,154209.53,1183.6755,130.28
TXN-665318,11-03-25,Africa,Developer Grants,Spring Builder Cohort,NGN,20001.09,1099.882,18.18
TXN-169023,11-03-25,Americas,Bounties,Core Contributor Fund,USD,1408.84,1.0283,1370.04
TXN-623940,11-03-25,Africa,Platform Subs,Organic/None,NGN,546.4,1118.2381,0.49
TXN-800849,12-03-25,Europe,Developer Grants,Regional Meetups,EUR,34822.33,0.8918,39046.62
TXN-390846,12-03-25,Africa,Bounties,Global Hackathon,NGN,7340.97,1150.8323,6.38
TXN-719354,12-03-25,Americas,Bounties,Organic/None,USD,349.19,0.9652,361.76
TXN-483151,12-03-25,Asia,Developer Grants,Global Hackathon,SGD,1199.78,1.2859,933.03
TXN-846004,12-03-25,Americas,Developer Grants,Spring Builder Cohort,USD,70695.98,1.0374,68144.55
TXN-940345,12-03-25,Americas,Developer Grants,Core Contributor Fund,USD,11518.2,0.9688,11888.63
TXN-183697,12-03-25,Americas,Marketing,Regional Meetups,USD,267.06,1.0165,262.73
TXN-925787,12-03-25,Americas,Bounties,Core Contributor Fund,USD,557.56,1.0252,543.87
TXN-443398,12-03-25,Americas,Developer Grants,Organic/None,USD,19386.56,0.9924,19534.16
TXN-657749,12-03-25,Africa,Developer Grants,Core Contributor Fund,NGN,573278.79,1144.5749,500.87
TXN-781064,12-03-25,Africa,Event Logistics,Organic/None,NGN,106165.3,1159.3304,91.57
TXN-438608,13-03-25,Africa,Developer Grants,Regional Meetups,NGN,6129.95,1100.1685,5.57
TXN-317507,13-03-25,Europe,Event Logistics,Organic/None,EUR,3126.44,0.928,3368.93
TXN-872268,13-03-25,Africa,Developer Grants,Regional Meetups,NGN,12939.85,1193.1812,10.84
TXN-328629,13-03-25,Africa,Event Logistics,Spring Builder Cohort,NGN,5467.97,1149.256,4.76
TXN-837077,13-03-25,Americas,Event Logistics,Spring Builder Cohort,USD,10380.12,1.0203,10174.01
TXN-595336,13-03-25,Europe,Developer Grants,Global Hackathon,EUR,17862.97,0.9124,19576.98
TXN-134571,13-03-25,Africa,Marketing,Organic/None,NGN,14188.88,1147.5264,12.36
TXN-948124,13-03-25,Americas,Developer Grants,Core Contributor Fund,USD,67369.68,1.0306,65371.6
TXN-844700,13-03-25,Americas,Bounties,Organic/None,USD,239.38,0.9515,251.58
TXN-556297,13-03-25,Americas,Event Logistics,Global Hackathon,USD,100625.96,0.9609,104723.7
TXN-578706,13-03-25,Americas,Developer Grants,Spring Builder Cohort,USD,36651.2,0.9633,38046.69
TXN-840413,13-03-25,Europe,Developer Grants,Organic/None,EUR,13259.65,0.927,14304.48
TXN-686789,13-03-25,Europe,Bounties,Core Contributor Fund,EUR,5464.45,0.8825,6191.97
TXN-915982,14-03-25,Africa,Developer Grants,Organic/None,NGN,16866.25,1169.8267,14.42
TXN-633239,14-03-25,Africa,Bounties,Organic/None,NGN,1780,1118.6195,1.59
TXN-622853,14-03-25,Americas,Event Logistics,Spring Builder Cohort,USD,860.47,0.9989,861.46
TXN-208502,14-03-25,Africa,Developer Grants,Spring Builder Cohort,NGN,2433.31,1112.3847,2.19
TXN-186803,14-03-25,Europe,Event Logistics,Global Hackathon,EUR,459.57,0.8978,511.89
TXN-599348,14-03-25,Africa,Event Logistics,Global Hackathon,NGN,1675.52,1125.11,1.49
TXN-546476,14-03-25,Asia,Developer Grants,Regional Meetups,SGD,880.06,1.3151,669.18
TXN-323019,14-03-25,Africa,Bounties,Regional Meetups,NGN,211.61,1205.6924,0.18
TXN-584789,14-03-25,Americas,Developer Grants,Global Hackathon,USD,13775.2,1.0405,13238.43
TXN-892330,14-03-25,Americas,Bounties,Core Contributor Fund,USD,1157.74,1.0117,1144.36
TXN-618416,14-03-25,Africa,Developer Grants,Core Contributor Fund,NGN,6537.3,1200.4197,5.45
TXN-533733,14-03-25,Africa,Developer Grants,Regional Meetups,NGN,9681.64,1205.6052,8.03
TXN-143001,14-03-25,Africa,Developer Grants,Core Contributor Fund,NGN,3466.46,1117.5992,3.1
TXN-620114,14-03-25,Africa,Marketing,Organic/None,NGN,1193.42,1095.56,1.09
TXN-841449,14-03-25,Asia,Developer Grants,Regional Meetups,SGD,20591.03,1.3789,14933.13
TXN-316351,14-03-25,Asia,Event Logistics,Organic/None,SGD,33813.8,1.3287,25448.5
TXN-700898,14-03-25,Asia,Platform Subs,Organic/None,SGD,910.47,1.2827,709.78
TXN-641465,14-03-25,Asia,Developer Grants,Organic/None,SGD,36679.94,1.3824,26534.05
TXN-884313,14-03-25,Europe,Developer Grants,Global Hackathon,EUR,316416.69,0.8907,355264.86
TXN-802800,15-03-25,Americas,Event Logistics,Core Contributor Fund,USD,25566.47,1.0335,24737.22
TXN-769727,15-03-25,Asia,Platform Subs,Organic/None,SGD,955.75,1.2957,737.63
TXN-478928,15-03-25,Asia,Developer Grants,Global Hackathon,SGD,8421.91,1.3252,6355.19
TXN-771380,15-03-25,Americas,Developer Grants,Global Hackathon,USD,5661.24,1.0219,5540.07
TXN-517972,15-03-25,Europe,Event Logistics,Regional Meetups,EUR,21967.69,0.8999,24410.24
TXN-892173,15-03-25,Africa,Developer Grants,Regional Meetups,NGN,11366.66,1192.3672,9.53
TXN-975534,15-03-25,Americas,Event Logistics,Global Hackathon,USD,14788.05,0.994,14876.98
TXN-385218,15-03-25,Africa,Bounties,Regional Meetups,NGN,4814.71,1131.1283,4.26
TXN-965361,15-03-25,Europe,Event Logistics,Core Contributor Fund,EUR,131007.65,0.9583,136705.96
TXN-805730,15-03-25,Americas,Bounties,Core Contributor Fund,USD,5133.86,1.0488,4894.87
TXN-285218,15-03-25,Asia,Event Logistics,Organic/None,SGD,54556.81,1.3077,41719.6
TXN-745171,16-03-25,Americas,Bounties,Spring Builder Cohort,USD,467.67,0.9859,474.35
TXN-967493,16-03-25,Africa,Developer Grants,Spring Builder Cohort,NGN,35814.6,1186.1587,30.19
TXN-800375,16-03-25,Americas,Bounties,Organic/None,USD,2704.22,0.9805,2758.07
TXN-524642,16-03-25,Africa,Developer Grants,Spring Builder Cohort,NGN,11782.64,1199.0566,9.83
